,symbol,emoji,kline,alert_price,Time_(MSK),resist_level,n_touches,conf_level,resist_length,max_ratio_p
11587,IDUSDT,💥💥💥,1 kline,0.2763,2023-11-08 09:11:52.945000,0.2747,7.0,1.0,50.0,0.072
11588,STPTUSDT,🌊🌊🌊,2 kline,0.06654,2023-11-08 09:07:22.415000,0.06497,8.0,0.0,15.0,1.127
11589,API3USDT,🌊🌊🌊,2 kline,1.5201,2023-11-08 09:06:46.664000,1.5172,6.0,0.0,16.0,1.671
11590,ZRXUSDT,🌊🌊🌊,2 kline,0.2809,2023-11-08 09:03:23.735000,0.2785,7.0,0.0,6.0,2.67
11591,ZENUSDT,💥💥💥,1 kline,11.846,2023-11-08 09:00:23.052000,11.766,3.0,0.0,13.0,3.461
11592,RENUSDT,💥💥💥,1 kline,0.06303,2023-11-08 08:58:46.686000,0.06294,5.0,0.0,6.0,3.157
11593,POLYXUSDT,💥💥💥,1 kline,0.222,2023-11-08 08:58:45.764000,0.2206,1.0,0.0,1.0,0.766
11594,YGGUSDT,💥💥💥,1 kline,0.3776,2023-11-08 08:58:33.211000,0.3755,4.0,1.0,55.0,1.907
11595,BONDUSDT,💥💥💥,1 kline,4.374,2023-11-08 08:58:30.187000,4.338,4.0,0.0,10.0,3.292
11596,STORJUSDT,💥💥💥,1 kline,0.4976,2023-11-08 08:56:41.631000,0.4956,1.0,0.0,1.0,19.453
11597,GALUSDT,🌊🌊🌊,2 kline,1.4447,2023-11-08 08:54:37.181000,1.4445,4.0,0.0,12.0,2.007
11598,LOOMUSDT,🌊🌊🌊,2 kline,0.116,2023-11-08 08:54:21.207000,0.1144,1.0,0.0,1.0,1.983
11599,UNFIUSDT,💥💥💥,1 kline,10.214,2023-11-08 08:48:31.285000,10.15,2.0,0.0,2.0,1.028
11600,UNFIUSDT,💥💥💥,1 kline,10.214,2023-11-08 08:48:31.285000,10.15,2.0,0.0,2.0,1.028
11601,INJUSDT,💥💥💥,1 kline,17.689,2023-11-08 08:48:13.357000,17.479,4.0,0.0,8.0,0.91
11602,FRONTUSDT,💥💥💥,1 kline,0.3589,2023-11-08 08:37:16.320000,0.3574,4.0,0.0,4.0,2.145
11603,RSRUSDT,🌊🌊🌊,2 kline,0.002468,2023-11-08 08:22:29.006000,0.002456,4.0,0.0,16.0,1.945
11604,C98USDT,💥💥💥,1 kline,0.1981,2023-11-08 08:03:56.253000,0.1975,3.0,0.0,4.0,4.089
11605,HIFIUSDT,💥💥💥,1 kline,0.6655,2023-11-08 08:02:25.286000,0.663,1.0,0.0,1.0,4.282
11606,ARKUSDT,💥💥💥,1 kline,1.4061,2023-11-08 08:00:31.309000,1.4009,1.0,0.0,1.0,1.956
11607,TRUUSDT,💥💥💥,1 kline,0.04013,2023-11-08 07:56:39.571000,0.04003,12.0,2.0,130.0,4.311
11608,BICOUSDT,🌊🌊🌊,2 kline,0.2423,2023-11-08 07:52:15.359000,0.242,5.0,0.0,5.0,2.806
11609,ARUSDT,🌊🌊🌊,2 kline,6.951,2023-11-08 07:45:24.236000,6.91,6.0,0.0,25.0,1.654
11610,STORJUSDT,💥💥💥,1 kline,0.4901,2023-11-08 07:44:50.548000,0.4873,1.0,0.0,1.0,10.386
11611,CVXUSDT,🌊🌊🌊,2 kline,3.417,2023-11-08 07:41:59.655000,3.397,12.0,2.0,104.0,0.41
11612,COTIUSDT,🌊🌊🌊,2 kline,0.04939,2023-11-08 07:41:56.883000,0.04909,7.0,0.0,21.0,0.385
11613,LPTUSDT,🌊🌊🌊,2 kline,6.891,2023-11-08 07:40:56.958000,6.853,5.0,0.0,2.0,0.131
11614,LQTYUSDT,💥💥💥,1 kline,1.4539,2023-11-08 07:26:29.343000,1.4435,2.0,0.0,1.0,0.647
11615,ASTRUSDT,🌊🌊🌊,2 kline,0.06189,2023-11-08 07:05:33.260000,0.06167,8.0,0.0,11.0,0.048
11616,CAKEUSDT,💥💥💥,1 kline,2.1427,2023-11-08 07:04:31.123000,2.1322,3.0,0.0,1.0,0.98
11617,FRONTUSDT,💥💥💥,1 kline,0.3612,2023-11-08 06:54:30.022000,0.3606,6.0,0.0,46.0,0.388
11618,INJUSDT,💥💥💥,1 kline,17.323,2023-11-08 06:37:56.190000,17.245,4.0,0.0,28.0,1.12
11619,SNXUSDT,🌊🌊🌊,2 kline,2.492,2023-11-08 06:35:52.340000,2.485,10.0,1.0,54.0,1.164
11620,ENJUSDT,💥💥💥,1 kline,0.3064,2023-11-08 06:34:34.717000,0.3059,5.0,0.0,15.0,0.196
11621,EGLDUSDT,💥💥💥,1 kline,41.88,2023-11-08 06:29:16.921000,41.88,4.0,0.0,1.0,0.167
11622,CYBERUSDT,💥💥💥,1 kline,6.628,2023-11-08 06:27:55.457000,6.606,6.0,0.0,23.0,1.011
11623,ADAUSDT,🌊🌊🌊,2 kline,0.3557,2023-11-08 06:17:53.943000,0.3535,7.0,0.0,18.0,0.141
11624,TUSDT,💥💥💥,1 kline,0.0253,2023-11-08 06:16:55.196000,0.02515,6.0,0.0,10.0,0.079
11625,TOKENUSDT,🌊🌊🌊,2 kline,0.03034,2023-11-08 06:04:58.129000,0.03027,3.0,0.0,6.0,3.296
11626,STPTUSDT,💥💥💥,1 kline,0.06508,2023-11-08 06:03:33.061000,0.06447,14.0,0.0,27.0,0.123
11627,ARKUSDT,💥💥💥,1 kline,1.4098,2023-11-08 05:49:34.491000,1.3961,4.0,0.0,11.0,2.355
11628,LQTYUSDT,💥💥💥,1 kline,1.4589,2023-11-08 05:39:43.128000,1.4495,1.0,0.0,1.0,0.302
11629,DODOXUSDT,🌊🌊🌊,2 kline,0.12899,2023-11-08 05:34:18.643000,0.12883,12.0,0.0,40.0,0.411
11630,ZECUSDT,💥💥💥,1 kline,29.65,2023-11-08 05:34:12.705000,29.59,3.0,0.0,5.0,0.202
11631,LINKUSDT,💥💥💥,1 kline,13.349,2023-11-08 05:33:41.416000,13.204,2.0,0.0,5.0,0.757
11632,XVSUSDT,💥💥💥,1 kline,7.121,2023-11-08 05:27:02.386000,7.069,5.0,0.0,7.0,2.205
11633,ZILUSDT,🌊🌊🌊,2 kline,0.02075,2023-11-08 05:26:52.893000,0.02071,5.0,0.0,7.0,0.145
11634,BLURUSDT,💥💥💥,1 kline,0.3738,2023-11-08 05:24:48.345000,0.3711,2.0,0.0,2.0,0.428
11635,FRONTUSDT,💥💥💥,1 kline,0.3595,2023-11-08 05:23:32.901000,0.3581,4.0,0.0,5.0,0.862
11636,1000XECUSDT,💥💥💥,1 kline,0.03044,2023-11-08 05:20:57.573000,0.03032,5.0,0.0,9.0,0.92
11637,STRAXUSDT,🌊🌊🌊,2 kline,0.8993,2023-11-08 05:11:33.251000,0.8932,10.0,0.0,34.0,0.745
11638,API3USDT,💥💥💥,1 kline,1.533,2023-11-08 05:09:00.051000,1.5218,2.0,0.0,3.0,0.75
11639,GASUSDT,💥💥💥,1 kline,12.536,2023-11-08 05:04:53.570000,12.44,3.0,0.0,3.0,0.152
11640,CKBUSDT,🌊🌊🌊,2 kline,0.003753,2023-11-08 04:56:03.989000,0.003741,2.0,0.0,2.0,0.4
11641,STGUSDT,🌊🌊🌊,2 kline,0.5741,2023-11-08 04:48:56.200000,0.5733,12.0,1.0,90.0,0.139
11642,SUIUSDT,💥💥💥,1 kline,0.5368,2023-11-08 04:43:38.916000,0.5347,4.0,0.0,6.0,1.211
11643,ASTRUSDT,💥💥💥,1 kline,0.06277,2023-11-08 04:35:52.665000,0.06225,4.0,0.0,8.0,0.096
11644,ARUSDT,🌊🌊🌊,3 kline,7.039,2023-11-08 04:34:48.051000,6.97,11.0,1.0,77.0,0.128
11645,POWRUSDT,🌊🌊🌊,2 kline,0.2209,2023-11-08 04:30:03.694000,0.2197,3.0,0.0,8.0,1.901
11646,MATICUSDT,🌊🌊🌊,2 kline,0.7486,2023-11-08 04:15:44.012000,0.7421,3.0,0.0,4.0,2.391
11647,HBARUSDT,💥💥💥,1 kline,0.05799,2023-11-08 04:08:49.263000,0.05766,8.0,1.0,82.0,1.121
11648,ZRXUSDT,💥💥💥,1 kline,0.2794,2023-11-08 04:02:32.517000,0.2783,2.0,0.0,43.0,1.11
11649,UNFIUSDT,💥💥💥,1 kline,10.479,2023-11-08 03:46:43.985000,10.425,5.0,0.0,5.0,0.239
11650,CYBERUSDT,💥💥💥,1 kline,6.411,2023-11-08 03:19:08.188000,6.431,3.0,0.0,8.0,3.962
11651,RSRUSDT,💥💥💥,1 kline,0.002435,2023-11-08 03:10:12.450000,0.00243,2.0,0.0,1.0,1.191
11652,NEOUSDT,🌊🌊🌊,3 kline,12.719,2023-11-08 03:09:34.650000,12.606,8.0,1.0,55.0,0.322
11653,ARKUSDT,🌊🌊🌊,2 kline,1.441,2023-11-08 03:07:55.625000,1.4036,7.0,0.0,10.0,2.706
11654,GASUSDT,🌊🌊🌊,2 kline,12.127,2023-11-08 03:07:51.712000,11.888,3.0,0.0,33.0,3.529
11655,STORJUSDT,💥💥💥,1 kline,0.4603,2023-11-08 03:07:42.433000,0.458,5.0,2.0,126.0,5.41
11656,IDUSDT,💥💥💥,1 kline,0.2736,2023-11-08 03:06:42.668000,0.2714,4.0,0.0,13.0,4.057
11657,POLYXUSDT,💥💥💥,1 kline,0.2119,2023-11-08 03:05:20.224000,0.2106,2.0,0.0,12.0,4.389
11658,WAVESUSDT,🌊🌊🌊,2 kline,2.0582,2023-11-08 03:05:18.294000,2.0482,10.0,2.0,125.0,0.457
11659,HIFIUSDT,🌊🌊🌊,2 kline,0.6329,2023-11-08 03:04:12.707000,0.6319,8.0,0.0,14.0,1.548
11660,STRAXUSDT,💥💥💥,1 kline,0.8763,2023-11-08 03:03:54.091000,0.8706,8.0,0.0,24.0,2.02
11661,TOKENUSDT,🌊🌊🌊,2 kline,0.03092,2023-11-08 03:02:10.393000,0.03086,8.0,0.0,12.0,1.132
11662,KAVAUSDT,💥💥💥,1 kline,0.7405,2023-11-08 03:01:52.582000,0.7365,4.0,0.0,5.0,1.756
11663,ORBSUSDT,🌊🌊🌊,2 kline,0.04384,2023-11-08 03:01:48.177000,0.04381,8.0,0.0,15.0,7.208
11664,WAXPUSDT,💥💥💥,1 kline,0.06358,2023-11-08 03:01:33.202000,0.06294,12.0,1.0,63.0,4.058
11665,XTZUSDT,💥💥💥,1 kline,0.849,2023-11-08 03:00:43.799000,0.838,1.0,0.0,1.0,6.125
11666,SNTUSDT,💥💥💥,1 kline,0.04903,2023-11-08 03:00:15.996000,0.04851,3.0,0.0,5.0,5.323
11667,AAVEUSDT,💥💥💥,1 kline,98.13,2023-11-08 03:00:05.465000,97.81,5.0,0.0,3.0,2.415
11668,ICXUSDT,💥💥💥,1 kline,0.231,2023-11-08 03:00:05.175000,0.2299,5.0,0.0,16.0,2.814
11669,FRONTUSDT,💥💥💥,1 kline,0.3567,2023-11-08 02:43:21.117000,0.3537,3.0,0.0,4.0,1.065
11670,TIAUSDT,💥💥💥,1 kline,2.3272,2023-11-08 02:32:28.449000,2.3156,4.0,0.0,2.0,0.894
11671,SUIUSDT,💥💥💥,1 kline,0.5211,2023-11-08 02:19:32.610000,0.5192,6.0,0.0,21.0,2.456
11672,API3USDT,🌊🌊🌊,2 kline,1.5464,2023-11-08 02:05:55.539000,1.5349,5.0,0.0,7.0,0.233
11673,WOOUSDT,🌊🌊🌊,2 kline,0.25666,2023-11-08 01:58:20.934000,0.2549,4.0,0.0,17.0,1.551
11674,TWTUSDT,💥💥💥,1 kline,1.7462,2023-11-08 01:54:47.266000,1.7392,4.0,0.0,3.0,0.79
11675,CYBERUSDT,💥💥💥,1 kline,6.48,2023-11-08 01:50:57.875000,6.422,6.0,0.0,21.0,0.216
11676,LQTYUSDT,💥💥💥,1 kline,1.4445,2023-11-08 01:48:40.680000,1.4414,6.0,0.0,17.0,1.371
11677,CVXUSDT,🌊🌊🌊,2 kline,3.357,2023-11-08 01:46:34.364000,3.364,6.0,0.0,17.0,2.264
11678,SNTUSDT,💥💥💥,1 kline,0.04892,2023-11-08 01:20:56.059000,0.04886,2.0,0.0,1.0,5.253
11679,TOKENUSDT,💥💥💥,1 kline,0.03094,2023-11-08 01:01:29.915000,0.03076,5.0,0.0,7.0,1.81
11680,LINKUSDT,💥💥💥,1 kline,13.18,2023-11-08 00:53:43.883000,13.18,3.0,0.0,44.0,0.615
11681,ENJUSDT,💥💥💥,1 kline,0.3214,2023-11-08 00:50:59.757000,0.3205,5.0,1.0,52.0,0.0
11682,GALUSDT,🌊🌊🌊,2 kline,1.463,2023-11-08 00:26:17.339000,1.4631,6.0,0.0,14.0,0.178
11683,MTLUSDT,💥💥💥,1 kline,1.7555,2023-11-08 00:21:56.545000,1.7596,1.0,0.0,1.0,0.08
11684,SOLUSDT,💥💥💥,1 kline,44.82,2023-11-07 23:58:52.531000,44.389,5.0,2.0,108.0,0.402
11685,FETUSDT,💥💥💥,1 kline,0.3718,2023-11-07 23:58:48.575000,0.3687,2.0,0.0,9.0,1.399
11686,MDTUSDT,💥💥💥,1 kline,0.0497,2023-11-07 23:58:00.016000,0.04936,4.0,0.0,11.0,0.181
11687,RIFUSDT,🌊🌊🌊,2 kline,0.1199,2023-11-07 23:56:47.447000,0.11895,5.0,2.0,123.0,0.183
11688,GLMRUSDT,🌊🌊🌊,2 kline,0.2409,2023-11-07 23:54:39.496000,0.2357,5.0,0.0,12.0,0.042
11689,IDUSDT,🌊🌊🌊,2 kline,0.2707,2023-11-07 23:52:50.796000,0.2628,7.0,0.0,12.0,2.29
11690,DOTUSDT,🌊🌊🌊,2 kline,4.979,2023-11-07 23:51:14.640000,4.947,7.0,2.0,103.0,0.261
11691,JOEUSDT,🌊🌊🌊,3 kline,0.2944,2023-11-07 23:49:15.781000,0.2927,7.0,2.0,110.0,0.815
11692,STGUSDT,🌊🌊🌊,2 kline,0.5763,2023-11-07 23:46:31.644000,0.5739,2.0,0.0,5.0,0.347
11693,WLDUSDT,🌊🌊🌊,2 kline,1.8117,2023-11-07 23:37:55.471000,1.7992,7.0,0.0,12.0,0.96
11694,BSVUSDT,🌊🌊🌊,2 kline,49.47,2023-11-07 23:35:30.563000,49.24,5.0,0.0,9.0,0.606
11695,MATICUSDT,🌊🌊🌊,2 kline,0.726,2023-11-07 23:34:32.470000,0.7237,4.0,0.0,3.0,2.025
11696,FXSUSDT,🌊🌊🌊,2 kline,6.373,2023-11-07 23:34:31.931000,6.369,6.0,0.0,4.0,0.769
11697,YGGUSDT,💥💥💥,1 kline,0.3714,2023-11-07 23:34:30.949000,0.3694,2.0,0.0,10.0,0.915
11698,LQTYUSDT,💥💥💥,1 kline,1.4578,2023-11-07 23:34:24.175000,1.4496,5.0,0.0,7.0,0.912
11699,CYBERUSDT,💥💥💥,1 kline,6.519,2023-11-07 23:21:59.314000,6.51,1.0,0.0,1.0,0.307
11700,CYBERUSDT,💥💥💥,1 kline,6.519,2023-11-07 23:21:59.314000,6.51,1.0,0.0,1.0,0.307
11701,MEMEUSDT,💥💥💥,1 kline,0.017874,2023-11-07 23:21:40.387000,0.01775,3.0,0.0,3.0,2.887
11702,WOOUSDT,💥💥💥,1 kline,0.24991,2023-11-07 23:08:21.673000,0.24747,3.0,0.0,4.0,4.638
11703,RSRUSDT,💥💥💥,1 kline,0.002449,2023-11-07 23:06:46.409000,0.002435,2.0,0.0,1.0,0.531
11704,RNDRUSDT,💥💥💥,1 kline,2.385,2023-11-07 23:06:28.864000,2.3653,5.0,0.0,8.0,0.65
11705,KAVAUSDT,🌊🌊🌊,2 kline,0.7386,2023-11-07 23:05:09.319000,0.7363,4.0,0.0,3.0,0.501
11706,ARKUSDT,💥💥💥,1 kline,1.4314,2023-11-07 23:04:36.249000,1.4182,3.0,0.0,2.0,0.503
11707,XVSUSDT,💥💥💥,1 kline,7.458,2023-11-07 23:04:35.726000,7.439,2.0,0.0,1.0,0.791
11708,API3USDT,💥💥💥,1 kline,1.5693,2023-11-07 23:02:50.209000,1.5491,5.0,0.0,49.0,0.363
11709,EGLDUSDT,💥💥💥,1 kline,43.14,2023-11-07 23:02:02.551000,42.89,5.0,0.0,11.0,1.368
11710,SXPUSDT,💥💥💥,1 kline,0.3601,2023-11-07 23:01:59.118000,0.3577,9.0,0.0,39.0,0.139
11711,HFTUSDT,💥💥💥,1 kline,0.2759,2023-11-07 23:01:55.007000,0.2752,5.0,0.0,8.0,1.051
11712,BCHUSDT,💥💥💥,1 kline,247.43,2023-11-07 22:37:25.090000,245.23,5.0,0.0,6.0,0.295
11713,BANDUSDT,💥💥💥,1 kline,1.5316,2023-11-07 22:37:11.706000,1.5206,4.0,0.0,7.0,1.025
11714,FETUSDT,💥💥💥,1 kline,0.3684,2023-11-07 22:35:48.029000,0.3659,4.0,0.0,6.0,2.334
11715,XMRUSDT,💥💥💥,1 kline,165.4,2023-11-07 22:33:57.536000,165.95,2.0,0.0,11.0,0.484
11716,SFPUSDT,💥💥💥,1 kline,0.7081,2023-11-07 22:33:37.351000,0.7105,7.0,0.0,18.0,0.678
11717,LQTYUSDT,💥💥💥,1 kline,1.4369,2023-11-07 22:28:56.965000,1.4443,2.0,0.0,11.0,2.38
11718,CKBUSDT,💥💥💥,1 kline,0.003747,2023-11-07 22:27:43.070000,0.003766,7.0,0.0,17.0,0.187
11719,GMXUSDT,💥💥💥,1 kline,47.81,2023-11-07 22:15:42.077000,47.62,4.0,0.0,7.0,1.297
11720,IDEXUSDT,🌊🌊🌊,2 kline,0.05541,2023-11-07 22:14:24.208000,0.05524,7.0,1.0,55.0,1.101
11721,SNTUSDT,💥💥💥,1 kline,0.05143,2023-11-07 22:09:27.672000,0.05128,2.0,2.0,144.0,2.061
11722,STORJUSDT,💥💥💥,1 kline,0.4571,2023-11-07 22:07:50.922000,0.4577,2.0,0.0,1.0,0.219
11723,YFIUSDT,💥💥💥,1 kline,6010.0,2023-11-07 22:00:28.422000,5990.0,2.0,0.0,2.0,0.932
11724,COMBOUSDT,💥💥💥,1 kline,0.6706,2023-11-07 22:00:16.395000,0.6688,5.0,0.0,27.0,1.297
11725,ACHUSDT,🌊🌊🌊,2 kline,0.02203,2023-11-07 21:53:49.644000,0.02147,1.0,0.0,1.0,0.908
11726,REEFUSDT,🌊🌊🌊,2 kline,0.001643,2023-11-07 21:53:33.121000,0.001625,2.0,0.0,6.0,1.278
11727,ARKUSDT,💥💥💥,1 kline,1.4812,2023-11-07 21:51:53.356000,1.4711,4.0,0.0,7.0,0.101
11728,EGLDUSDT,💥💥💥,1 kline,43.19,2023-11-07 21:47:43.263000,42.76,3.0,0.0,9.0,0.671
11729,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,35343.0,2023-11-07 21:45:59.777000,,,,,
11731,ORBSUSDT,🌊🌊🌊,2 kline,0.04395,2023-11-07 21:43:57.093000,0.04362,4.0,0.0,8.0,0.705
11732,WOOUSDT,💥💥💥,1 kline,0.24488,2023-11-07 21:43:01.754000,0.24567,1.0,0.0,1.0,5.464
11733,ICXUSDT,🌊🌊🌊,2 kline,0.2307,2023-11-07 21:43:00.152000,0.2303,2.0,0.0,3.0,0.694
11734,TRBUSDT,💥💥💥,1 kline,128.008,2023-11-07 21:38:51.499000,127.86,7.0,0.0,14.0,1.298
11735,ZENUSDT,💥💥💥,1 kline,11.158,2023-11-07 21:22:24.061000,11.075,3.0,0.0,7.0,4.499
11736,BNTUSDT,💥💥💥,1 kline,0.5849,2023-11-07 21:21:28.444000,0.5848,2.0,0.0,2.0,2.65
11737,BLURUSDT,💥💥💥,1 kline,0.3804,2023-11-07 21:18:40.249000,0.3816,1.0,0.0,1.0,2.524
11738,LUNA2USDT,💥💥💥,1 kline,0.4677,2023-11-08 00:15:10.035000,0.4702,3.0,0.0,5.0,0.385
11739,LUNA2USDT,💥💥💥,1 kline,0.4677,2023-11-07 21:15:10.035000,0.4655,1.0,0.0,1.0,0.492
11740,CVXUSDT,💥💥💥,1 kline,3.385,2023-11-08 00:13:09.137000,3.407,2.0,0.0,4.0,1.418
11741,CVXUSDT,💥💥💥,1 kline,3.383,2023-11-07 21:13:10.554000,3.291,5.0,0.0,15.0,0.709
11742,LDOUSDT,💥💥💥,1 kline,1.9815,2023-11-07 21:10:56.743000,1.9415,6.0,0.0,7.0,2.12
11743,BLZUSDT,🌊🌊🌊,3 kline,0.27022,2023-11-07 21:09:40.983000,0.26629,3.0,0.0,2.0,1.573
11744,DASHUSDT,🌊🌊🌊,2 kline,31.04,2023-11-07 21:09:03.000000,30.61,4.0,0.0,4.0,0.805
11745,ALPHAUSDT,🌊🌊🌊,2 kline,0.08568,2023-11-07 21:09:02.264000,0.08425,5.0,0.0,1.0,0.957
11746,IDEXUSDT,🌊🌊🌊,2 kline,0.05466,2023-11-07 21:09:01.346000,0.05352,6.0,1.0,61.0,1.701
11747,HBARUSDT,🌊🌊🌊,2 kline,0.05733,2023-11-07 21:09:00.462000,0.05713,3.0,0.0,1.0,1.535
11748,WAXPUSDT,🌊🌊🌊,2 kline,0.06235,2023-11-07 21:08:13.708000,0.06181,8.0,1.0,85.0,1.476
11749,AGIXUSDT,🌊🌊🌊,2 kline,0.2413,2023-11-07 21:08:11.936000,0.2388,1.0,0.0,1.0,1.45
11750,KAVAUSDT,🌊🌊🌊,2 kline,0.7343,2023-11-07 21:08:10.586000,0.7239,2.0,0.0,1.0,0.763
11751,ANKRUSDT,💥💥💥,1 kline,0.0243,2023-11-07 21:08:00.963000,0.02411,2.0,0.0,4.0,1.07
11752,1INCHUSDT,💥💥💥,1 kline,0.3451,2023-11-07 21:08:00.882000,0.3419,3.0,0.0,7.0,0.898
11753,LPTUSDT,💥💥💥,1 kline,6.805,2023-11-07 21:07:57.852000,6.761,3.0,0.0,3.0,1.043
11754,HOOKUSDT,💥💥💥,1 kline,0.9218,2023-11-07 21:07:57.259000,0.9116,3.0,1.0,69.0,1.432
11755,1000SHIBUSDT,💥💥💥,1 kline,0.008152,2023-11-07 21:07:56.038000,0.008109,3.0,0.0,7.0,1.214
11756,RENUSDT,🌊🌊🌊,2 kline,0.06176,2023-11-07 21:07:55.092000,0.0615,2.0,1.0,89.0,2.445
11757,‼️‼️‼️‼️‼️,BITCOIN PUMP,‼️‼️‼️‼️‼️,35100.0,2023-11-07 21:07:46.126000,,,,,
11758,TIAUSDT,💥💥💥,1 kline,2.2911,2023-11-08 00:07:16.143000,2.3226,6.0,0.0,19.0,1.899
11759,IOTAUSDT,🌊🌊🌊,2 kline,0.1759,2023-11-07 21:07:05.291000,0.175,1.0,0.0,1.0,2.501
11760,STXUSDT,💥💥💥,1 kline,0.6646,2023-11-08 00:06:45.476000,0.6871,3.0,0.0,8.0,2.693
11761,STXUSDT,💥💥💥,1 kline,0.6646,2023-11-07 21:06:45.476000,0.6606,2.0,0.0,3.0,2.844
11762,MEMEUSDT,💥💥💥,1 kline,0.01748,2023-11-08 00:04:48.168000,0.01839,1.0,0.0,1.0,3.976
11763,LINKUSDT,💥💥💥,1 kline,13.028,2023-11-08 00:04:46.922000,13.237,3.0,2.0,121.0,1.788
11764,MEMEUSDT,💥💥💥,1 kline,0.01748,2023-11-07 21:04:48.168000,0.017332,2.0,0.0,1.0,1.762
11765,LINKUSDT,💥💥💥,1 kline,13.028,2023-11-07 21:04:46.922000,12.792,5.0,0.0,2.0,1.712
11766,YGGUSDT,💥💥💥,1 kline,0.3578,2023-11-08 00:02:03.148000,0.3748,3.0,0.0,5.0,4.723
11767,YGGUSDT,💥💥💥,1 kline,0.3578,2023-11-07 21:02:03.148000,0.353,2.0,0.0,4.0,5.45
11768,BNTUSDT,💥💥💥,1 kline,0.578,2023-11-08 00:01:16.291000,0.5875,5.0,1.0,78.0,1.349
11769,CKBUSDT,💥💥💥,1 kline,0.003704,2023-11-08 00:01:15.698000,0.003754,1.0,0.0,1.0,1.107
11770,IOTXUSDT,💥💥💥,1 kline,0.02319,2023-11-08 00:00:18.355000,0.02344,4.0,0.0,11.0,0.992
11771,ARPAUSDT,💥💥💥,1 kline,0.04833,2023-11-07 23:57:44.642000,0.04999,5.0,0.0,14.0,4.014
11772,BELUSDT,💥💥💥,1 kline,0.6999,2023-11-07 23:57:39.298000,0.6925,2.0,0.0,20.0,-0.757
11773,ARKMUSDT,🌊🌊🌊,2 kline,0.3672,2023-11-07 20:57:28.888000,0.3638,5.0,0.0,16.0,2.505
11774,ARPAUSDT,💥💥💥,1 kline,0.04827,2023-11-07 20:56:36.811000,0.04779,7.0,2.0,141.0,4.682
11775,RSRUSDT,🌊🌊🌊,2 kline,0.002383,2023-11-07 20:53:23.029000,0.002367,3.0,0.0,1.0,3.105
11776,ARKUSDT,💥💥💥,1 kline,1.4588,2023-11-07 23:53:22.095000,1.4358,1.0,0.0,1.0,-1.385
11777,C98USDT,💥💥💥,1 kline,0.2024,2023-11-07 23:52:41.692000,0.2058,5.0,0.0,12.0,1.729
11778,SOLUSDT,🌊🌊🌊,2 kline,42.696,2023-11-07 20:52:12.651000,42.15,3.0,0.0,11.0,4.0
11779,SOLUSDT,💥💥💥,1 kline,42.375,2023-11-07 23:51:21.926000,44.102,5.0,0.0,40.0,6.195
11780,IOTXUSDT,🌊🌊🌊,2 kline,0.02293,2023-11-07 20:49:39.020000,0.02284,3.0,0.0,4.0,2.093
11781,TIAUSDT,💥💥💥,1 kline,2.275,2023-11-07 20:49:26.747000,2.257,1.0,0.0,1.0,2.857
11782,SXPUSDT,🌊🌊🌊,2 kline,0.3379,2023-11-07 20:46:29.957000,0.334,5.0,0.0,6.0,6.6
11783,BELUSDT,💥💥💥,1 kline,0.645,2023-11-07 20:43:45.903000,0.6407,6.0,0.0,9.0,18.853
11784,ARKUSDT,💥💥💥,1 kline,1.4466,2023-11-07 20:42:52.729000,1.4371,2.0,0.0,4.0,2.634
11785,GLMRUSDT,🌊🌊🌊,2 kline,0.2321,2023-11-07 20:42:34.150000,0.2304,3.0,0.0,2.0,2.542
11786,API3USDT,💥💥💥,1 kline,1.5157,2023-11-07 20:37:58.096000,1.5029,6.0,0.0,13.0,2.751
11787,TWTUSDT,💥💥💥,1 kline,1.7428,2023-11-07 20:37:04.170000,1.7212,2.0,0.0,15.0,4.717
11788,IMXUSDT,🌊🌊🌊,2 kline,0.8217,2023-11-07 20:35:35.599000,0.8177,8.0,1.0,53.0,3.408
11789,TRBUSDT,💥💥💥,1 kline,125.929,2023-11-07 20:32:42.548000,125.585,4.0,0.0,42.0,2.597
11790,1000PEPEUSDT,💥💥💥,1 kline,0.0011217,2023-11-07 20:22:54.410000,0.0011089,3.0,0.0,5.0,3.094
11791,CKBUSDT,💥💥💥,1 kline,0.003618,2023-11-07 20:17:50.036000,0.00364,1.0,0.0,1.0,4.533
11792,BNTUSDT,💥💥💥,1 kline,0.5654,2023-11-07 20:12:40.983000,0.567,3.0,0.0,5.0,6.19
11793,KSMUSDT,💥💥💥,1 kline,25.49,2023-11-07 20:07:07.776000,25.58,6.0,0.0,10.0,2.589
11794,TWTUSDT,💥💥💥,1 kline,1.7122,2023-11-07 22:46:24.297000,1.8,2.0,0.0,1.0,5.467
11795,IOTAUSDT,🌊🌊🌊,2 kline,0.1722,2023-11-07 22:41:06.145000,0.1782,2.0,0.0,12.0,4.239
11796,IOTAUSDT,🌊🌊🌊,2 kline,0.1716,2023-11-07 19:40:25.369000,0.1711,7.0,1.0,71.0,3.904
11797,APTUSDT,💥💥💥,1 kline,7.172,2023-11-07 19:30:23.281000,7.126,6.0,1.0,69.0,1.771
11798,SKLUSDT,💥💥💥,1 kline,0.02704,2023-11-07 19:25:49.577000,0.02703,4.0,0.0,48.0,2.996
11799,TWTUSDT,💥💥💥,1 kline,1.7146,2023-11-07 19:25:43.852000,1.6982,5.0,1.0,65.0,5.506
